,pathname,filename,mfccfeatures,Class
842,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\lab\1\1_niO_6.0n_2l_.wav,1_niO_6.0n_2l_.wav,"[-6.4244873e+02  6.9208664e+01  3.6925060e+01  1.4001736e+01
  9.0980663e+00  1.4863703e+01  4.0895243e+00  1.3894232e+01
  4.4766555e+00  1.2537674e+01  2.7100086e+00  1.1785004e+01
 -1.8508557e+00  1.0005875e+01 -8.3012819e-01  6.6587663e+00
 -2.1119063e+00  8.7748423e+00 -1.1522042e+00  4.4178514e+00
 -2.8647118e+00  7.5001507e+00  9.3948764e-01  8.5866480e+00
  3.8461530e+00  7.5586929e+00 -7.8980035e-01  6.8808107e+00
  1.7480899e+00  7.2229381e+00  1.6923229e+00  5.4363904e+00
  6.0630530e-02  3.0634770e+00 -1.3249416e+00  3.1915810e+00
 -8.3594674e-01  2.3796935e+00 -7.1695164e-02  2.8882072e+00]",leak present
843,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\lab\1\1_niO_6.0n_2m_.wav,1_niO_6.0n_2m_.wav,"[-4.3996887e+02  7.0758865e+01  3.4802776e+01  1.3904050e+01
  6.7826967e+00  1.4956413e+01  1.4442190e+00  1.5093055e+01
  2.2617280e+00  1.2097497e+01 -1.8591845e-01  1.2518869e+01
 -4.6889544e+00  1.0347753e+01 -2.7506070e+00  8.0506516e+00
 -4.9579759e+00  8.9357147e+00 -3.7933805e+00  5.1239510e+00
 -5.4925294e+00  8.4815531e+00 -1.9867570e+00  8.6643991e+00
  7.2721827e-01  8.0799255e+00 -2.4544528e+00  7.5124874e+00
 -2.3191604e-01  7.3234515e+00 -9.6221006e-01  5.5990925e+00
 -1.1196457e+00  3.3426616e+00 -3.8066986e+00  3.6818871e+00
 -2.5391424e+00  2.8975623e+00 -2.9681764e+00  3.7829633e+00]",leak present
844,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\lab\1\1_niO_6.0n_3l_.wav,1_niO_6.0n_3l_.wav,"[-5.84233948e+02  4.75502014e+01  3.69389534e+01  2.16708012e+01
 -6.84456110e-01  1.60688782e+01  2.26923561e+00  9.18061924e+00
  2.03504249e-01  4.68722677e+00  3.35054302e+00  6.24126720e+00
  1.13260105e-01  7.12512493e+00 -1.22710288e+00  5.23787403e+00
 -3.07572627e+00  8.53564358e+00  4.76485610e-01  6.99828720e+00
 -1.94622564e+00  5.53045464e+00  1.53371409e-01  1.10327444e+01
  1.74205732e+00  9.78846073e+00  3.31619859e-01  9.00907421e+00
  1.01687610e+00  9.02403259e+00  3.29456747e-01  7.04030609e+00
  1.19330835e+00  6.44411612e+00 -6.65264249e-01  6.04405212e+00
 -6.78037584e-01  3.99557853e+00 -1.83794332e+00  2.86343884e+00]",leak present
845,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\lab\1\1_niO_6.0n_3m_.wav,1_niO_6.0n_3m_.wav,"[-4.4895465e+02  4.4407211e+01  3.7281876e+01  1.9307648e+01
 -9.1953975e-01  1.4859955e+01  2.5775564e+00  7.2991972e+00
 -1.9462016e+00  8.9740944e+00 -3.5763264e+00  1.4232207e+01
 -7.8584633e+00  1.0766978e+01 -3.5651512e+00  4.9256516e+00
 -4.3769760e+00  9.1075745e+00 -2.2545078e+00  9.8762197e+00
 -5.1192174e+00  6.1534982e+00 -2.6617308e+00  1.1811767e+01
  5.6512219e-01  1.0635729e+01 -1.9925945e+00  8.5656166e+00
 -6.2467068e-01  9.4778385e+00 -8.8131651e-02  6.2861271e+00
  2.1121408e-01  5.7274146e+00 -1.0282137e+00  5.2531404e+00
 -2.1890342e+00  3.5304067e+00 -2.8619833e+00  2.4804411e+00]",leak present
846,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\lab\1\1_niO_6.0n_4l_.wav,1_niO_6.0n_4l_.wav,"[-6.5919226e+02  6.6821548e+01  3.3666771e+01  1.4614758e+01
  1.0311401e+01  1.6515451e+01  5.3717475e+00  1.4914108e+01
  3.0026388e+00  1.0618990e+01  3.2524433e+00  1.1876006e+01
 -2.3138828e+00  7.6976218e+00 -4.1017222e-01  6.3917065e+00
 -8.6436939e-01  7.9030519e+00  1.8512626e-01  5.0332670e+00
 -1.1940916e+00  6.5641861e+00  7.7019835e-01  8.6383677e+00
  2.8489704e+00  6.8504314e+00  6.4892352e-01  7.0791140e+00
  3.0262198e+00  6.6397786e+00  1.1708487e+00  5.8123212e+00
  6.6681814e-01  4.4418159e+00 -1.0887448e+00  2.6980371e+00
 -1.9130102e-01  3.3235021e+00  6.3532871e-01  2.7591958e+00]",leak present
847,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\lab\1\1_niO_6.0n_4m_.wav,1_niO_6.0n_4m_.wav,"[-4.3614746e+02  6.9898148e+01  3.0622126e+01  1.2989980e+01
  8.6136637e+00  1.8531448e+01  2.6635811e+00  1.4094828e+01
  5.4575527e-01  1.2333262e+01  2.1760572e-01  1.1938903e+01
 -4.6804371e+00  8.7276087e+00 -1.8637922e+00  7.5513148e+00
 -3.1840994e+00  7.4413948e+00 -2.3972042e+00  6.0378571e+00
 -3.0556550e+00  6.2780495e+00 -1.5632651e+00  9.1039114e+00
  1.0623845e+00  7.6697111e+00 -1.9602947e+00  6.6375256e+00
  7.7945870e-01  7.8191161e+00 -8.5900450e-01  5.2830672e+00
 -2.0279238e+00  5.6614904e+00 -3.5683222e+00  3.0543270e+00
 -1.2613721e+00  4.4764619e+00 -1.5458179e+00  2.6363189e+00]",leak present
848,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\lab\1\1_niO_6.5n_1l_.wav,1_niO_6.5n_1l_.wav,"[-4.93685242e+02 -1.58300619e+01  3.92161827e+01  2.57763786e+01
  1.33790331e+01  2.19116039e+01  5.64410448e+00  1.55059185e+01
  3.26388335e+00  1.08855057e+01  9.52441916e-02  1.05574570e+01
 -5.76090717e+00  8.43865299e+00 -2.10186720e+00  6.71964645e+00
 -5.61531925e+00  8.52679157e+00 -2.93150234e+00  1.03410988e+01
 -3.79884076e+00  7.05769730e+00 -1.42016459e+00  1.28941259e+01
  2.39500105e-01  1.12852097e+01 -2.46754193e+00  1.08531904e+01
  4.10044909e-01  1.00055361e+01  1.81299642e-01  9.44272137e+00
 -6.90567732e-01  7.49273491e+00 -3.03430462e+00  6.01611900e+00
 -1.43587708e+00  4.69278860e+00 -2.17701554e+00  4.22315359e+00]",leak present
849,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\lab\1\1_niO_6.5n_1m_.wav,1_niO_6.5n_1m_.wav,"[-2.7638385e+02 -6.6618290e+00  3.7326900e+01  2.3577505e+01
  1.0794540e+01  2.0749743e+01  4.4502296e+00  1.4152894e+01
  1.3559358e+00  8.4931259e+00 -1.0288270e+00  8.9767122e+00
 -7.8903928e+00  7.2152624e+00 -3.7372706e+00  3.9173043e+00
 -6.8172021e+00  6.8657765e+00 -3.1909580e+00  8.8905525e+00
 -3.6794796e+00  4.6574745e+00 -2.1004906e+00  1.2004919e+01
 -2.2760773e-01  1.0382531e+01 -3.6216249e+00  9.6264782e+00
 -6.0797560e-01  9.8616285e+00 -1.0507776e-01  8.8407755e+00
 -1.8642145e+00  6.8035140e+00 -3.7303743e+00  6.5829492e+00
 -2.4251561e+00  4.3807545e+00 -2.7902563e+00  3.7379692e+00]",leak present
850,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\lab\1\1_niO_6.5n_2l_.wav,1_niO_6.5n_2l_.wav,"[-6.11450012e+02  4.02155190e+01  3.96347313e+01  1.59802828e+01
  5.22590780e+00  1.70353298e+01  1.54016411e+00  1.51457205e+01
  1.49492741e+00  1.28871613e+01 -8.74542966e-02  1.30591269e+01
 -4.37814713e+00  1.14367380e+01 -3.16863608e+00  7.73760939e+00
 -5.72831059e+00  1.02228327e+01 -2.28835607e+00  6.91554785e+00
 -6.56017923e+00  8.36546993e+00 -1.23573720e+00  1.02251616e+01
  1.70665324e+00  9.82804298e+00 -4.13257027e+00  9.44077682e+00
 -1.33592856e+00  8.68223953e+00  2.12161899e-01  7.51072741e+00
 -1.63124299e+00  4.21803665e+00 -4.46672678e+00  5.45736551e+00
 -2.14956355e+00  4.35483646e+00 -2.72471523e+00  4.23787546e+00]",leak present
851,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\lab\1\1_niO_6.5n_2m_.wav,1_niO_6.5n_2m_.wav,"[-4.06981354e+02  3.96552315e+01  3.82342110e+01  1.53250151e+01
  4.22025681e+00  1.54617214e+01  3.98051083e-01  1.51085787e+01
  5.41482568e-01  1.11088629e+01 -1.42024994e+00  1.19470625e+01
 -5.44651937e+00  1.07526178e+01 -4.04270554e+00  7.25147533e+00
 -6.87435627e+00  9.52448463e+00 -3.87910533e+00  6.18082952e+00
 -8.02237606e+00  8.24148464e+00 -3.53516150e+00  9.47139740e+00
  2.74255008e-01  8.78764534e+00 -4.33576679e+00  8.29661560e+00
 -1.43795264e+00  7.10905743e+00 -8.49400282e-01  6.39637852e+00
 -1.26158750e+00  2.98218560e+00 -5.79099941e+00  4.97080612e+00
 -2.59753370e+00  3.36405873e+00 -4.08788013e+00  3.69269276e+00]",leak present
852,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\lab\1\1_niO_6.5n_3l_.wav,1_niO_6.5n_3l_.wav,"[-5.4197601e+02  1.6190638e+01  3.0198832e+01  2.5495283e+01
 -9.3076414e-01  1.6429365e+01  1.7621417e-01  9.3516912e+00
 -1.8294054e+00  3.8249748e+00  1.5274429e+00  6.1089692e+00
 -6.4100766e-01  6.9663286e+00 -4.0258107e+00  5.9034481e+00
 -5.9377203e+00  9.2690516e+00 -2.8149012e-01  7.9695387e+00
 -4.1004052e+00  4.7351756e+00 -1.0339457e+00  1.2196050e+01
  9.9957716e-01  1.0018617e+01 -8.4821779e-01  8.8762770e+00
 -7.4417418e-01  9.8078318e+00 -1.3691242e-01  8.5338106e+00
  6.1179966e-01  6.5898104e+00 -3.2939079e+00  6.9604383e+00
 -3.7319249e-01  5.7151499e+00 -2.9370716e+00  2.4947035e+00]",leak present
853,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\lab\1\1_niO_6.5n_3m_.wav,1_niO_6.5n_3m_.wav,"[-4.0637708e+02  1.1848496e+01  3.2395844e+01  2.2427645e+01
 -1.3824553e+00  1.4596159e+01  2.0400949e+00  7.0200810e+00
 -3.2555268e+00  7.5217714e+00 -5.8809309e+00  1.4717540e+01
 -8.8813295e+00  1.1672118e+01 -6.2544928e+00  4.6269102e+00
 -6.7341695e+00  9.2304535e+00 -2.2653220e+00  1.0963071e+01
 -7.1964593e+00  5.0163546e+00 -3.6735966e+00  1.2724103e+01
 -1.9099066e-01  1.1648438e+01 -3.4108584e+00  8.7827396e+00
 -2.8497701e+00  1.0650195e+01 -6.4948130e-01  8.0303812e+00
 -2.7046844e-01  5.3349152e+00 -2.7525976e+00  5.9402161e+00
 -1.6332461e+00  5.0695672e+00 -4.1120162e+00  2.2661939e+00]",leak present
854,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\lab\1\1_niO_6.5n_4l_.wav,1_niO_6.5n_4l_.wav,"[-6.3200995e+02  4.2125835e+01  3.5602028e+01  1.6220016e+01
  5.9894571e+00  1.9048946e+01  3.0644493e+00  1.6133171e+01
 -5.0134242e-01  1.2368377e+01  9.5322764e-01  1.1449352e+01
 -5.2184687e+00  9.7152891e+00 -3.1228485e+00  7.0549664e+00
 -4.1213088e+00  8.7693548e+00 -1.0796074e+00  7.3848691e+00
 -4.8349338e+00  7.7317119e+00 -2.1639624e+00  1.1540278e+01
  5.5351430e-01  8.0198269e+00 -1.8749800e+00  8.5343361e+00
  9.6234983e-01  8.5125723e+00 -1.1408644e+00  7.4433684e+00
 -1.0525874e+00  5.9184685e+00 -3.7669847e+00  4.5575943e+00
 -1.9057965e+00  5.0955715e+00 -1.5063825e+00  4.1685548e+00]",leak present
855,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\lab\1\1_niO_6.5n_4m_.wav,1_niO_6.5n_4m_.wav,"[-4.0593903e+02  4.2496086e+01  3.2911213e+01  1.4554095e+01
  5.1880918e+00  1.9943371e+01  1.3369247e+00  1.4404772e+01
 -2.0418129e+00  1.3165436e+01 -1.6330842e+00  1.1052825e+01
 -6.4102840e+00  9.6983728e+00 -3.3060036e+00  7.7346644e+00
 -6.5126338e+00  7.2436109e+00 -1.7341053e+00  7.6698799e+00
 -6.5233974e+00  6.4933853e+00 -3.4647055e+00  1.1328733e+01
 -4.0333790e-01  8.1518288e+00 -3.9827564e+00  7.6805129e+00
 -7.3414022e-01  8.5358953e+00 -1.8577945e+00  6.7138977e+00
 -3.0107694e+00  6.2092018e+00 -5.7358074e+00  4.1865673e+00
 -2.3511183e+00  6.0102568e+00 -3.1512496e+00  2.4499173e+00]",leak present
856,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\lab\1\1_niO_7.0n_1l_.wav,1_niO_7.0n_1l_.wav,"[-4.6388181e+02 -2.6073620e+01  3.7459438e+01  2.7973883e+01
  1.6957058e+01  2.3810387e+01  8.0425863e+00  1.7635370e+01
  5.9273381e+00  1.3518926e+01  2.1268313e+00  1.2879119e+01
 -3.7357652e+00  1.0698126e+01 -3.9116576e-01  8.9962749e+00
 -3.1840429e+00  9.4184265e+00 -2.1558592e+00  1.0682935e+01
 -1.8504956e+00  9.0601282e+00 -3.9949122e-01  1.2339021e+01
 -1.1661050e-01  1.1491797e+01 -1.7763292e+00  1.1590567e+01
  2.2657966e-02  9.6012363e+00  2.3930843e-01  9.2545776e+00
 -1.3160963e+00  7.3764195e+00 -2.9482219e+00  5.9598002e+00
 -1.6791315e+00  4.4567642e+00 -1.9676033e+00  4.2731457e+00]",leak present
857,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\lab\1\1_niO_7.0n_1m_.wav,1_niO_7.0n_1m_.wav,"[-2.4862305e+02 -1.9010113e+01  3.4301575e+01  2.5090572e+01
  1.3457896e+01  2.1324711e+01  5.5504022e+00  1.5026912e+01
  3.1268723e+00  1.0320612e+01  1.3506921e-01  1.0225075e+01
 -6.8511019e+00  8.8202534e+00 -2.6272037e+00  5.8359289e+00
 -5.0097651e+00  7.2179799e+00 -3.0356019e+00  8.6196280e+00
 -1.9658790e+00  6.5022011e+00 -1.0671581e+00  1.1339188e+01
 -7.3960328e-01  1.0626626e+01 -2.8086052e+00  1.0535600e+01
 -7.6788318e-01  9.5969257e+00 -1.2065147e-03  8.9681778e+00
 -2.1489484e+00  6.9154692e+00 -3.6380253e+00  6.6842694e+00
 -2.4724016e+00  4.3768129e+00 -2.3225684e+00  4.3101382e+00]",leak present
858,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\lab\1\1_niO_7.0n_2l_.wav,1_niO_7.0n_2l_.wav,"[-5.9143140e+02  2.2766855e+01  4.0210979e+01  1.7832155e+01
  6.8607984e+00  1.4457150e+01  2.1474233e+00  1.3254451e+01
  2.0125120e+00  1.1707791e+01  7.8820884e-01  1.1404841e+01
 -3.7192123e+00  1.0257288e+01 -1.8292847e+00  6.7579775e+00
 -4.2715855e+00  8.5343199e+00 -1.3908515e+00  5.2794867e+00
 -5.4692197e+00  7.8677993e+00  5.8086570e-02  9.0409079e+00
  2.4327085e+00  8.3714914e+00 -2.7887535e+00  8.9133034e+00
 -5.6419641e-02  7.4052424e+00  1.4211223e+00  6.8066096e+00
 -1.5894994e-01  3.2678096e+00 -2.9014258e+00  4.6780367e+00
 -6.5194815e-01  3.5129130e+00 -1.2341225e+00  3.7249815e+00]",leak present
859,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\lab\1\1_niO_7.0n_2m_.wav,1_niO_7.0n_2m_.wav,"[-3.8759528e+02  2.3305824e+01  3.7533390e+01  1.7844267e+01
  4.5115757e+00  1.4110217e+01 -3.6800027e-01  1.4034191e+01
 -3.4742836e-02  1.0927234e+01 -1.8290550e+00  1.1029740e+01
 -5.9667301e+00  1.0545655e+01 -4.2296362e+00  7.3628564e+00
 -6.2820334e+00  8.7351179e+00 -4.5234985e+00  5.7656531e+00
 -8.0247011e+00  8.3376398e+00 -3.6956444e+00  9.1359167e+00
  1.3075558e-02  8.0569448e+00 -4.0557895e+00  8.6714668e+00
 -1.6269519e+00  6.6501746e+00 -9.1303778e-01  6.4048676e+00
 -8.6047161e-01  3.0018606e+00 -5.3318105e+00  5.3042178e+00
 -2.6845152e+00  3.1934903e+00 -3.5159149e+00  4.3296432e+00]",leak present
860,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\lab\1\1_niO_7.0n_3l_.wav,1_niO_7.0n_3l_.wav,"[-5.1753204e+02  1.3003554e+00  2.4985106e+01  2.5604105e+01
  1.9050107e+00  1.4965089e+01 -1.8391408e-02  8.9658527e+00
 -1.4748292e+00  3.7730029e+00  7.7956271e-01  5.6042104e+00
 -1.1161588e+00  6.6293340e+00 -3.5483668e+00  6.6464400e+00
 -4.7905502e+00  8.9269810e+00 -1.0797843e+00  7.6232843e+00
 -3.1856878e+00  5.4656668e+00 -3.9432499e-01  1.1556637e+01
 -3.6260266e-02  9.6141338e+00 -3.8019866e-01  9.4665766e+00
 -2.0607080e-01  9.7195854e+00 -1.8022169e-01  8.5142221e+00
  8.6370885e-01  6.9701529e+00 -2.6706967e+00  7.0127282e+00
 -2.7234516e-01  5.6514235e+00 -2.2359798e+00  3.4613695e+00]",leak present
861,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\lab\1\1_niO_7.0n_3m_.wav,1_niO_7.0n_3m_.wav,"[-3.82522797e+02 -3.84412670e+00  2.83703594e+01  2.24113312e+01
  1.40218508e+00  1.30764475e+01  1.41568625e+00  6.36248112e+00
 -2.91640759e+00  7.47222233e+00 -6.48499012e+00  1.40045033e+01
 -9.28794956e+00  1.11559439e+01 -5.91130495e+00  5.24433756e+00
 -5.65909576e+00  8.71162605e+00 -2.80322194e+00  1.06047153e+01
 -6.59531498e+00  6.01495647e+00 -3.20335484e+00  1.18361063e+01
 -1.23923326e+00  1.10858269e+01 -2.89456058e+00  9.21168900e+00
 -2.32921410e+00  1.05891027e+01 -7.07468152e-01  7.69432592e+00
 -5.59641905e-02  5.87019110e+00 -2.45626855e+00  5.70428896e+00
 -1.43543720e+00  5.27458763e+00 -3.19422340e+00  2.77387357e+00]",leak present
862,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\lab\1\1_niO_7.0n_4l_.wav,1_niO_7.0n_4l_.wav,"[-6.1283423e+02  2.5399134e+01  3.6699032e+01  1.7348576e+01
  7.1820259e+00  1.7220144e+01  3.7077558e+00  1.4061856e+01
  1.7682847e-01  1.1329845e+01  1.8623201e+00  9.9178438e+00
 -3.6726384e+00  8.7086039e+00 -1.7736790e+00  6.6271219e+00
 -2.6903601e+00  7.2020493e+00  1.9666266e-02  6.8447180e+00
 -3.7324498e+00  7.2406936e+00 -1.0487125e+00  1.0559399e+01
  1.0382489e+00  6.9988256e+00 -3.2308885e-01  8.0628910e+00
  2.2190266e+00  7.4649839e+00 -1.5723352e-01  6.9120631e+00
  6.6388458e-01  5.0408874e+00 -2.9273946e+00  3.8859415e+00
 -3.2874396e-01  3.9721930e+00 -9.9652223e-02  4.1515012e+00]",leak present
863,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\lab\1\1_niO_7.0n_4m_.wav,1_niO_7.0n_4m_.wav,"[-386.8302      25.756016    32.991604    16.848269     5.792038
   18.487162     1.4384137   13.357194    -2.4852612   12.511108
   -1.3249857    9.805853    -5.868069     9.042093    -2.6992552
    7.8658047   -6.095941     6.805884    -1.5388596    7.251436
   -6.3145814    6.8722363   -2.7709348   10.739836    -0.8134331
    7.503939    -3.1662478    7.773097    -0.411754     7.640403
   -1.4072642    6.518843    -3.0084891    6.1366634   -4.6552854
    3.9901743   -2.3513243    5.7582583   -1.9134833    2.6473482]",leak present
864,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\lab\1\1_niO_7.5n_1l_.wav,1_niO_7.5n_1l_.wav,"[-4.2493774e+02 -2.9159449e+01  3.3426662e+01  2.6189247e+01
  1.6581758e+01  2.4587831e+01  1.0139162e+01  2.0269524e+01
  7.3271790e+00  1.5129666e+01  2.9131446e+00  1.4042209e+01
 -1.9077024e+00  1.2683856e+01  1.2214680e+00  1.0671940e+01
 -1.4045154e+00  1.0245143e+01 -2.6965435e+00  1.0943861e+01
 -9.6759194e-01  1.0298200e+01  3.9887416e-01  1.2082309e+01
 -9.7935921e-01  1.1697884e+01 -2.0065093e+00  1.1428511e+01
 -9.1600549e-01  8.4938030e+00 -2.4636501e-01  9.0871153e+00
 -1.6181751e+00  6.9950805e+00 -3.1659126e+00  5.8850780e+00
 -1.6203313e+00  4.1549025e+00 -2.5204623e+00  3.6378770e+00]",leak present
865,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\lab\1\1_niO_7.5n_1m_.wav,1_niO_7.5n_1m_.wav,"[-2.1027576e+02 -2.3321241e+01  2.9113987e+01  2.1848822e+01
  1.2182079e+01  2.1747553e+01  7.6884160e+00  1.7606653e+01
  4.1493869e+00  1.1998307e+01  8.0987978e-01  1.1158693e+01
 -5.2171102e+00  1.0519441e+01 -1.0058167e+00  7.7920732e+00
 -2.9384568e+00  7.7637844e+00 -3.8428707e+00  8.6671009e+00
 -1.2964005e+00  8.2060547e+00  9.4520509e-02  1.1312172e+01
 -1.7000790e+00  1.0843339e+01 -2.5744307e+00  1.0931650e+01
 -1.4808084e+00  8.3189392e+00 -5.4650450e-01  9.0082159e+00
 -2.1200118e+00  6.8163280e+00 -3.8544235e+00  6.6525064e+00
 -2.4629891e+00  4.3478956e+00 -2.8357117e+00  3.6830580e+00]",leak present
866,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\lab\1\1_niO_7.5n_2l_.wav,1_niO_7.5n_2l_.wav,"[-5.6164905e+02  8.5797071e+00  3.0336594e+01  1.8669003e+01
  7.8314500e+00  1.6470858e+01  1.5100988e+00  1.4856205e+01
  1.8938199e+00  1.2563671e+01 -7.3587394e-01  1.1139757e+01
 -4.3062501e+00  1.1527543e+01 -2.1414995e+00  7.2756834e+00
 -5.2200618e+00  8.9282942e+00 -2.4248214e+00  7.0801044e+00
 -6.0381918e+00  8.2918301e+00 -1.2460128e+00  8.8574333e+00
  1.7437663e+00  9.4004288e+00 -3.6144187e+00  9.4285822e+00
 -1.1352299e+00  7.5924230e+00  2.4917008e-01  7.5303211e+00
 -3.1924763e-01  4.4235859e+00 -4.3193135e+00  5.0429025e+00
 -1.7072492e+00  4.0393896e+00 -2.1912553e+00  4.2052765e+00]",leak present
867,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\lab\1\1_niO_7.5n_2m_.wav,1_niO_7.5n_2m_.wav,"[-3.5667731e+02  8.1101351e+00  2.8376036e+01  1.8101543e+01
  6.8323455e+00  1.5405510e+01 -6.5606527e-02  1.4209537e+01
  3.9415741e-01  1.1298715e+01 -1.6786110e+00  1.0094885e+01
 -5.5946207e+00  1.1035882e+01 -3.7905159e+00  6.5934634e+00
 -5.6837978e+00  8.8173399e+00 -4.6503897e+00  6.0304461e+00
 -7.8749862e+00  8.2883587e+00 -3.7115386e+00  8.7787600e+00
  2.4945976e-01  8.2947693e+00 -4.5086455e+00  8.1342430e+00
 -1.3023664e+00  6.3901629e+00 -1.1416590e+00  6.3026824e+00
 -3.7312847e-01  3.2527461e+00 -5.8165069e+00  4.8307939e+00
 -2.7549918e+00  3.2740638e+00 -3.5929351e+00  4.1297894e+00]",leak present
868,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\lab\1\1_niO_7.5n_3l_.wav,1_niO_7.5n_3l_.wav,"[-4.7289413e+02 -5.3897343e+00  9.2672453e+00  1.9622053e+01
  8.0150980e-01  1.6151566e+01  1.7075533e+00  1.0497689e+01
 -1.3364244e-02  4.2786026e+00  4.1531041e-01  4.7125993e+00
 -2.4639707e+00  7.3323531e+00 -3.4410524e+00  8.3461313e+00
 -3.8163695e+00  9.2888203e+00 -3.5563717e+00  5.6447029e+00
 -3.7160480e+00  6.4185090e+00  1.4175035e+00  1.1822072e+01
 -1.3840212e+00  7.9722271e+00 -1.1462604e+00  9.6969252e+00
  9.2568984e-03  7.9330311e+00 -1.7589695e+00  8.6955929e+00
  6.6911316e-01  5.6490984e+00 -3.8802385e+00  6.9806404e+00
 -4.3923816e-01  5.0026708e+00 -3.4732702e+00  3.7202439e+00]",leak present
869,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\lab\1\1_niO_7.5n_3m_.wav,1_niO_7.5n_3m_.wav,"[-342.01108    -11.654431    13.602453    18.532572     0.7581583
   15.507169     2.4674714    8.095028    -1.4056872    7.594899
   -6.3198924   12.91382     -9.9002285   11.412468    -5.923061
    6.509465    -4.151759     9.129124    -4.2951756    9.464775
   -7.06963      6.1284246   -2.4026072   12.476641    -1.6079742
   10.531097    -4.1271787    9.81644     -1.9321086    9.564184
   -2.5076118    7.1776886    0.3519747    6.0636916   -3.5998554
    4.5758376   -1.3829813    5.826711    -3.9113755    2.3293262]",leak present
